,preds,Attrition_Flag,Customer_Age,Education_Level,Income_Category,Card_Category,Credit_Limit,Avg_Utilization_Ratio,Gender
6284,0,Attrited Customer,36,Post-Graduate,Less than $40K,Blue,1691.0,0.0,F
6285,1,Existing Customer,46,Post-Graduate,Less than $40K,Blue,2888.0,0.568,F
6286,1,Existing Customer,58,High School,$40K - $60K,Blue,1871.0,0.716,F
6289,1,Existing Customer,42,Post-Graduate,Less than $40K,Blue,4959.0,0.299,F
6290,1,Existing Customer,42,Uneducated,$80K - $120K,Blue,10374.0,0.057999999999999996,M
6291,1,Existing Customer,45,Uneducated,Less than $40K,Blue,1438.3,0.7509999999999999,F
6295,0,Attrited Customer,48,Doctorate,Less than $40K,Blue,1644.0,0.304,F
6296,1,Existing Customer,43,Post-Graduate,$40K - $60K,Blue,2283.0,0.0,F
6299,1,Existing Customer,43,College,Less than $40K,Blue,1438.3,0.0,F
6300,1,Existing Customer,52,College,Less than $40K,Blue,1438.3,0.0,F
6301,0,Attrited Customer,61,High School,Less than $40K,Blue,1760.0,0.0,F
6303,1,Existing Customer,43,High School,$60K - $80K,Blue,2049.0,0.747,M
6304,0,Attrited Customer,48,High School,Less than $40K,Blue,1670.0,0.0,F
6307,1,Existing Customer,59,Post-Graduate,Less than $40K,Blue,3030.0,0.413,F
6308,1,Existing Customer,58,High School,Less than $40K,Blue,2755.0,0.5379999999999999,F
6309,1,Existing Customer,51,High School,$80K - $120K,Blue,8783.0,0.244,M
6310,1,Existing Customer,64,Graduate,Less than $40K,Blue,1861.0,0.9009999999999999,M
6311,0,Attrited Customer,50,High School,$120K +,Blue,13709.0,0.059000000000000004,M
6313,1,Existing Customer,49,Graduate,$80K - $120K,Blue,17285.0,0.107,M
6314,1,Existing Customer,53,Uneducated,Less than $40K,Blue,1438.3,0.46,F
6315,1,Existing Customer,54,Graduate,$60K - $80K,Blue,7866.0,0.0,M
6316,1,Existing Customer,42,High School,Less than $40K,Blue,2190.0,0.593,F
6317,1,Existing Customer,43,Graduate,Less than $40K,Blue,4829.0,0.239,F
6318,1,Existing Customer,46,Graduate,$80K - $120K,Blue,3210.0,0.648,M
6319,1,Existing Customer,38,Graduate,Less than $40K,Blue,1755.0,0.42700000000000005,F
6320,1,Existing Customer,47,Graduate,$40K - $60K,Blue,1438.3,0.489,F
6322,1,Existing Customer,47,Post-Graduate,$40K - $60K,Blue,6043.0,0.0,M
6323,1,Attrited Customer,43,Uneducated,$60K - $80K,Blue,6348.0,0.0,M
6324,1,Existing Customer,56,High School,Less than $40K,Blue,1438.3,0.0,F
6325,0,Attrited Customer,43,Graduate,$60K - $80K,Blue,17239.0,0.0,M
6327,1,Existing Customer,47,Uneducated,Less than $40K,Blue,1636.0,0.6940000000000001,F
6329,0,Attrited Customer,44,Graduate,$60K - $80K,Blue,14201.0,0.0,M
6331,1,Existing Customer,52,Graduate,Less than $40K,Blue,2019.0,0.491,F
6336,1,Existing Customer,43,High School,$60K - $80K,Blue,1849.0,0.6990000000000001,M
6337,1,Existing Customer,53,Graduate,$80K - $120K,Blue,2540.0,0.732,M
6339,0,Existing Customer,55,Graduate,Less than $40K,Silver,13565.0,0.0,F
6340,0,Attrited Customer,40,Uneducated,$60K - $80K,Blue,6332.0,0.05,M
6341,1,Existing Customer,41,High School,$60K - $80K,Blue,6062.0,0.126,M
6342,1,Existing Customer,47,Post-Graduate,Less than $40K,Blue,2897.0,0.22,F
6343,1,Existing Customer,46,High School,$60K - $80K,Blue,13407.0,0.1,M
6345,0,Attrited Customer,33,Uneducated,$80K - $120K,Blue,1438.3,0.0,M
6346,1,Existing Customer,45,High School,Less than $40K,Blue,2030.0,0.625,F
6347,0,Attrited Customer,53,High School,$40K - $60K,Blue,3146.0,0.0,M
6348,1,Existing Customer,36,Graduate,$80K - $120K,Blue,5302.0,0.455,M
6350,1,Existing Customer,42,Post-Graduate,Less than $40K,Blue,4328.0,0.40399999999999997,F
6351,1,Existing Customer,51,Uneducated,Less than $40K,Blue,2238.0,0.581,F
6352,1,Existing Customer,44,Graduate,Less than $40K,Blue,2658.0,0.7090000000000001,F
6353,1,Existing Customer,47,Post-Graduate,$60K - $80K,Blue,9090.0,0.151,M
6355,1,Existing Customer,57,Graduate,Less than $40K,Blue,1438.3,0.0,F
6356,0,Attrited Customer,43,Post-Graduate,Less than $40K,Blue,1438.3,0.0,F
6358,1,Existing Customer,51,Graduate,$120K +,Blue,2792.0,0.318,M
6359,1,Existing Customer,44,Post-Graduate,Less than $40K,Blue,2900.0,0.685,F
6360,1,Existing Customer,46,Graduate,Less than $40K,Blue,2267.0,0.5660000000000001,F
6361,1,Existing Customer,52,Graduate,$40K - $60K,Blue,4189.0,0.493,F
6362,0,Attrited Customer,45,Graduate,$60K - $80K,Blue,12890.0,0.0,M
6364,1,Existing Customer,59,Post-Graduate,Less than $40K,Blue,2759.0,0.899,F
6365,0,Attrited Customer,46,Doctorate,Less than $40K,Blue,1787.0,0.0,F
6366,1,Existing Customer,43,Graduate,$60K - $80K,Blue,6854.0,0.0,M
6367,0,Attrited Customer,35,Doctorate,$80K - $120K,Blue,2904.0,0.867,M
6368,1,Existing Customer,44,High School,$80K - $120K,Blue,5293.0,0.23399999999999999,M
6369,1,Existing Customer,57,Graduate,Less than $40K,Blue,1781.0,0.0,F
6371,1,Existing Customer,55,Uneducated,$60K - $80K,Silver,34516.0,0.04,M
6373,1,Attrited Customer,59,High School,$40K - $60K,Blue,4375.0,0.0,F
6375,0,Attrited Customer,43,Graduate,$80K - $120K,Blue,2111.0,0.8340000000000001,M
6376,1,Existing Customer,55,College,Less than $40K,Blue,3123.0,0.0,F
6377,1,Existing Customer,42,Graduate,$40K - $60K,Blue,8374.0,0.0,M
6378,1,Existing Customer,48,High School,$40K - $60K,Silver,15713.0,0.08800000000000001,F
6380,0,Attrited Customer,50,Uneducated,$80K - $120K,Blue,6925.0,0.0,M
6383,1,Existing Customer,33,Uneducated,Less than $40K,Blue,1630.0,0.618,F
6384,0,Attrited Customer,48,Graduate,$40K - $60K,Blue,1538.0,0.0,F
6385,1,Existing Customer,48,Uneducated,$60K - $80K,Blue,22639.0,0.065,M
6386,1,Existing Customer,39,Post-Graduate,Less than $40K,Blue,2452.0,0.988,F
6388,0,Attrited Customer,41,High School,$120K +,Blue,9924.0,0.0,M
6389,1,Existing Customer,37,Uneducated,Less than $40K,Blue,2586.0,0.32299999999999995,F
6392,1,Existing Customer,54,Graduate,$40K - $60K,Blue,1655.0,0.0,M
6393,1,Existing Customer,41,Graduate,$40K - $60K,Blue,2768.0,0.805,F
6395,1,Existing Customer,48,Graduate,$80K - $120K,Blue,25658.0,0.067,M
6396,0,Attrited Customer,55,College,$40K - $60K,Blue,4410.0,0.5710000000000001,F
6398,1,Existing Customer,51,Post-Graduate,Less than $40K,Blue,1438.3,0.0,F
6401,1,Existing Customer,35,Graduate,$40K - $60K,Blue,2441.0,0.684,F
6402,0,Attrited Customer,46,Post-Graduate,Less than $40K,Blue,1836.0,0.0,F
6403,1,Existing Customer,50,Graduate,$40K - $60K,Blue,2560.0,0.706,F
6404,1,Existing Customer,43,College,$80K - $120K,Blue,32733.0,0.044000000000000004,M
6405,0,Attrited Customer,48,Uneducated,Less than $40K,Blue,2964.0,0.8490000000000001,F
6408,1,Existing Customer,53,College,$80K - $120K,Silver,34516.0,0.023,M
6409,1,Existing Customer,49,Doctorate,$40K - $60K,Blue,1438.3,0.0,M
6410,1,Existing Customer,45,High School,Less than $40K,Blue,2020.0,0.546,F
6414,1,Existing Customer,49,Post-Graduate,$40K - $60K,Blue,1994.0,0.0,F
6415,1,Existing Customer,44,Graduate,$60K - $80K,Blue,3290.0,0.0,M
6416,1,Existing Customer,52,Graduate,$40K - $60K,Blue,3035.0,0.6459999999999999,F
6417,1,Existing Customer,37,Graduate,$40K - $60K,Blue,2407.0,0.645,F
6418,0,Attrited Customer,47,College,Less than $40K,Blue,1781.0,0.0,F
6419,0,Attrited Customer,40,Uneducated,Less than $40K,Blue,3680.0,0.0,F
6421,1,Existing Customer,42,Graduate,Less than $40K,Blue,4311.0,0.191,F
6422,1,Existing Customer,42,High School,Less than $40K,Blue,1931.0,0.672,F
6423,1,Existing Customer,59,Graduate,Less than $40K,Blue,3604.0,0.41100000000000003,M
6424,1,Existing Customer,47,Graduate,Less than $40K,Blue,2190.0,0.0,F
6426,1,Existing Customer,46,High School,$40K - $60K,Blue,3413.0,0.695,F
6428,1,Existing Customer,42,Graduate,Less than $40K,Blue,3595.0,0.53,F
6429,1,Existing Customer,47,Graduate,$120K +,Blue,9036.0,0.12,M
6430,1,Existing Customer,48,Graduate,Less than $40K,Blue,2315.0,0.6759999999999999,F
6431,1,Existing Customer,44,Uneducated,$80K - $120K,Silver,34516.0,0.03,M
6432,1,Existing Customer,56,High School,Less than $40K,Blue,4008.0,0.41200000000000003,F
6433,1,Existing Customer,43,Graduate,Less than $40K,Blue,3143.0,0.8009999999999999,F
6434,0,Attrited Customer,40,Uneducated,$80K - $120K,Blue,3427.0,0.0,M
6435,1,Existing Customer,38,Graduate,Less than $40K,Blue,2699.0,0.209,F
6436,1,Existing Customer,40,Graduate,Less than $40K,Blue,1538.0,0.0,F
6437,1,Existing Customer,48,Graduate,$40K - $60K,Blue,5573.0,0.222,F
6440,0,Attrited Customer,52,High School,$120K +,Blue,34516.0,0.006,M
6443,1,Existing Customer,42,College,$60K - $80K,Blue,11698.0,0.091,M
6444,0,Attrited Customer,46,Graduate,Less than $40K,Blue,8318.0,0.303,F
6447,1,Existing Customer,42,Graduate,$40K - $60K,Blue,1503.0,0.618,M
6449,1,Existing Customer,45,College,$40K - $60K,Blue,1438.3,0.0,F
6450,1,Existing Customer,33,High School,$80K - $120K,Blue,9094.0,0.0,M
6451,1,Existing Customer,50,Graduate,$60K - $80K,Blue,6362.0,0.26899999999999996,M
6454,1,Attrited Customer,53,Graduate,Less than $40K,Blue,2927.0,0.86,F
6455,1,Existing Customer,48,Graduate,$80K - $120K,Blue,9030.0,0.262,M
6459,1,Attrited Customer,44,High School,Less than $40K,Blue,1877.0,0.6409999999999999,F
6460,1,Existing Customer,52,Uneducated,$40K - $60K,Blue,1438.3,0.0,M
6462,1,Existing Customer,41,High School,$60K - $80K,Blue,9577.0,0.066,M
6463,1,Existing Customer,43,Post-Graduate,$60K - $80K,Blue,5427.0,0.401,M
6464,1,Attrited Customer,46,Graduate,$40K - $60K,Blue,5913.0,0.27899999999999997,F
6465,0,Attrited Customer,43,Graduate,$40K - $60K,Blue,2867.0,0.0,F
6466,1,Existing Customer,40,High School,Less than $40K,Blue,2506.0,0.5429999999999999,F
6467,1,Existing Customer,39,Doctorate,$40K - $60K,Blue,1693.0,0.65,F
6469,0,Attrited Customer,47,Doctorate,Less than $40K,Blue,2437.0,0.0,F
6470,1,Existing Customer,35,High School,Less than $40K,Blue,1438.3,0.679,F
6471,1,Existing Customer,46,Graduate,Less than $40K,Blue,3913.0,0.0,F
6472,1,Existing Customer,41,High School,Less than $40K,Blue,4953.0,0.2,F
6473,1,Existing Customer,48,Graduate,$40K - $60K,Blue,5724.0,0.102,F
6474,1,Existing Customer,37,Uneducated,$40K - $60K,Blue,1438.3,0.0,M
6476,1,Attrited Customer,42,Graduate,$40K - $60K,Blue,1451.0,0.413,F
6478,1,Attrited Customer,42,College,$40K - $60K,Blue,1438.3,0.85,F
6481,1,Existing Customer,47,High School,$40K - $60K,Blue,3291.0,0.364,M
6483,1,Existing Customer,41,High School,Less than $40K,Blue,2137.0,0.466,F
6484,1,Attrited Customer,60,High School,Less than $40K,Blue,1438.3,0.0,F
6487,1,Existing Customer,54,High School,Less than $40K,Blue,1804.0,0.72,F
6489,1,Existing Customer,44,Post-Graduate,$80K - $120K,Blue,19724.0,0.0,M
6490,1,Existing Customer,49,Uneducated,Less than $40K,Blue,3949.0,0.37,F
6491,0,Attrited Customer,64,Graduate,Less than $40K,Blue,1682.0,0.0,F
6492,0,Attrited Customer,54,Post-Graduate,Less than $40K,Blue,1724.0,0.0,F
6493,1,Existing Customer,50,Doctorate,Less than $40K,Blue,2372.0,0.484,F
6494,1,Existing Customer,40,Uneducated,$120K +,Blue,4642.0,0.361,M
6495,1,Existing Customer,49,College,$40K - $60K,Blue,2765.0,0.43799999999999994,F
6497,1,Existing Customer,51,Uneducated,$80K - $120K,Blue,3150.0,0.0,M
6498,1,Existing Customer,43,Graduate,Less than $40K,Blue,2570.0,0.82,F
6499,1,Existing Customer,59,Graduate,$60K - $80K,Blue,4386.0,0.5710000000000001,M
6500,1,Existing Customer,42,Uneducated,Less than $40K,Blue,2411.0,0.745,M
6501,0,Attrited Customer,47,Graduate,Less than $40K,Blue,6397.0,0.0,M
6503,1,Existing Customer,49,Graduate,Less than $40K,Blue,2608.0,0.941,F
6504,1,Existing Customer,45,Post-Graduate,$40K - $60K,Blue,4409.0,0.39799999999999996,M
6505,1,Existing Customer,48,Doctorate,$60K - $80K,Blue,10033.0,0.0,M
6506,0,Attrited Customer,48,High School,$60K - $80K,Blue,1641.0,0.0,M
6507,1,Existing Customer,57,High School,Less than $40K,Blue,2454.0,0.6559999999999999,F
6508,1,Existing Customer,56,High School,Less than $40K,Blue,1978.0,0.0,F
6509,1,Existing Customer,46,Post-Graduate,$60K - $80K,Blue,5464.0,0.162,M
6510,1,Existing Customer,42,High School,$60K - $80K,Blue,5951.0,0.0,M
6511,1,Existing Customer,49,Uneducated,Less than $40K,Blue,2381.0,0.6729999999999999,F
6512,1,Existing Customer,48,Post-Graduate,$60K - $80K,Blue,11596.0,0.10800000000000001,M
6513,1,Existing Customer,55,Post-Graduate,$40K - $60K,Blue,5162.0,0.191,F
6515,1,Attrited Customer,44,High School,$60K - $80K,Silver,25276.0,0.0,M
6516,1,Existing Customer,38,High School,Less than $40K,Blue,1939.0,0.765,F
6517,1,Existing Customer,45,Doctorate,$40K - $60K,Blue,2788.0,0.655,F
6518,1,Existing Customer,54,High School,Less than $40K,Blue,1438.3,0.77,F
6521,1,Attrited Customer,38,College,Less than $40K,Blue,3119.0,0.807,F
6522,1,Attrited Customer,42,Graduate,Less than $40K,Blue,2803.0,0.0,F
6525,1,Existing Customer,52,Graduate,$80K - $120K,Blue,2866.0,0.657,M
6527,1,Existing Customer,42,College,Less than $40K,Blue,1878.0,0.545,F
6528,1,Existing Customer,53,Graduate,$40K - $60K,Blue,2712.0,0.917,F
6529,0,Attrited Customer,52,High School,$120K +,Blue,34516.0,0.0,M
6530,1,Existing Customer,34,Graduate,$40K - $60K,Blue,6169.0,0.408,F
6531,1,Existing Customer,51,Graduate,$80K - $120K,Blue,6205.0,0.365,M
6533,1,Existing Customer,48,High School,Less than $40K,Blue,1438.3,0.0,F
6534,1,Attrited Customer,41,High School,Less than $40K,Blue,2811.0,0.855,F
6538,1,Existing Customer,46,Graduate,$60K - $80K,Blue,1939.0,0.353,M
6539,1,Existing Customer,50,High School,Less than $40K,Blue,2965.0,0.613,F
6542,1,Existing Customer,62,Graduate,$40K - $60K,Blue,4049.0,0.0,M
6543,0,Attrited Customer,38,Graduate,$40K - $60K,Blue,2669.0,0.0,F
6544,0,Attrited Customer,44,College,Less than $40K,Blue,1951.0,0.0,F
6545,1,Existing Customer,59,Graduate,$40K - $60K,Blue,1528.0,0.0,F
6546,0,Attrited Customer,48,High School,Less than $40K,Blue,1438.3,0.316,F
6551,0,Attrited Customer,44,Graduate,$60K - $80K,Blue,6538.0,0.0,M
6553,1,Existing Customer,50,Graduate,$120K +,Blue,13032.0,0.131,M
6554,1,Existing Customer,45,High School,Less than $40K,Blue,2225.0,0.0,F
6555,1,Existing Customer,52,Graduate,$40K - $60K,Blue,3143.0,0.722,F
6556,1,Existing Customer,49,Uneducated,$60K - $80K,Blue,5013.0,0.0,M
6557,1,Existing Customer,60,High School,Less than $40K,Blue,3466.0,0.281,F
6558,1,Existing Customer,38,Graduate,Less than $40K,Blue,1686.0,0.715,F
6560,1,Existing Customer,47,Graduate,$40K - $60K,Blue,1626.0,0.0,M
6561,0,Attrited Customer,57,Uneducated,Less than $40K,Blue,1614.0,0.0,F
6564,0,Attrited Customer,39,Graduate,$80K - $120K,Blue,17523.0,0.0,M
6565,1,Existing Customer,54,College,Less than $40K,Blue,2573.0,0.684,F
6566,1,Existing Customer,43,Graduate,$40K - $60K,Blue,2900.0,0.732,F
6567,1,Existing Customer,32,Post-Graduate,Less than $40K,Blue,2352.0,0.925,F
6568,1,Existing Customer,58,College,Less than $40K,Blue,2212.0,0.86,F
6569,0,Attrited Customer,33,College,$80K - $120K,Blue,9642.0,0.14800000000000002,M
6570,0,Existing Customer,56,High School,$120K +,Blue,9257.0,0.0,M
6573,1,Existing Customer,50,College,$80K - $120K,Blue,3606.0,0.516,M
6574,1,Existing Customer,44,Uneducated,$40K - $60K,Blue,1714.0,0.0,M
6575,1,Existing Customer,46,Uneducated,$80K - $120K,Blue,23512.0,0.066,M
6577,0,Attrited Customer,44,College,Less than $40K,Blue,1605.0,0.555,F
6578,0,Attrited Customer,46,Graduate,Less than $40K,Blue,2302.0,0.6920000000000001,F
6579,1,Existing Customer,42,Uneducated,$60K - $80K,Blue,13546.0,0.127,M
6581,1,Existing Customer,39,Graduate,Less than $40K,Blue,2669.0,0.898,F
6586,1,Existing Customer,45,High School,Less than $40K,Blue,1502.0,0.0,F
6591,0,Attrited Customer,59,High School,$80K - $120K,Blue,2791.0,0.858,M
6593,1,Existing Customer,46,Doctorate,$120K +,Blue,3499.0,0.503,M
6594,1,Existing Customer,60,College,Less than $40K,Blue,1438.3,0.0,F
6595,1,Existing Customer,40,Graduate,$120K +,Blue,18295.0,0.0,M
6596,1,Existing Customer,39,Graduate,Less than $40K,Blue,1568.0,0.635,F
6597,1,Existing Customer,57,Post-Graduate,Less than $40K,Blue,2712.0,0.5329999999999999,F
6598,0,Attrited Customer,48,Post-Graduate,$120K +,Silver,34516.0,0.073,M
6599,1,Existing Customer,55,High School,Less than $40K,Blue,2177.0,0.6759999999999999,F
6600,1,Existing Customer,44,Uneducated,Less than $40K,Blue,2296.0,0.0,F
6601,1,Existing Customer,43,Post-Graduate,Less than $40K,Blue,2435.0,0.655,F
6602,0,Attrited Customer,51,Graduate,Less than $40K,Blue,1495.0,0.462,F
6603,0,Attrited Customer,41,Doctorate,$120K +,Blue,9220.0,0.0,M
6604,0,Attrited Customer,52,High School,$60K - $80K,Blue,23128.0,0.085,M
6605,1,Existing Customer,47,Doctorate,Less than $40K,Blue,4254.0,0.28300000000000003,F
6607,0,Existing Customer,54,Uneducated,Less than $40K,Blue,3554.0,0.0,F
6608,1,Existing Customer,34,High School,Less than $40K,Blue,1798.0,0.46299999999999997,F
6609,1,Existing Customer,44,College,Less than $40K,Blue,2429.0,0.695,F
6610,1,Existing Customer,46,Graduate,$40K - $60K,Blue,2477.0,0.597,F
6612,1,Existing Customer,30,High School,Less than $40K,Blue,1536.0,0.521,F
6619,1,Existing Customer,52,Graduate,$40K - $60K,Blue,2396.0,0.6940000000000001,F
6620,1,Existing Customer,45,High School,$80K - $120K,Blue,9852.0,0.231,M
6621,1,Existing Customer,49,High School,$60K - $80K,Blue,1579.0,0.57,M
6623,0,Existing Customer,42,College,$40K - $60K,Blue,1820.0,0.0,F
6627,1,Existing Customer,44,Graduate,Less than $40K,Blue,2240.0,0.743,F
6628,1,Existing Customer,43,Uneducated,$40K - $60K,Blue,1773.0,0.49700000000000005,F
6629,1,Existing Customer,27,Graduate,Less than $40K,Blue,1674.0,0.449,F
6632,1,Existing Customer,47,Graduate,Less than $40K,Blue,3027.0,0.552,F
6633,1,Existing Customer,45,Graduate,Less than $40K,Blue,4210.0,0.0,F
6634,1,Existing Customer,46,Graduate,$40K - $60K,Blue,10931.0,0.21,M
6635,1,Existing Customer,55,Graduate,$120K +,Blue,34516.0,0.0,M
6636,1,Existing Customer,51,Doctorate,$40K - $60K,Blue,2637.0,0.38299999999999995,F
6637,1,Existing Customer,42,Graduate,Less than $40K,Blue,2899.0,0.6729999999999999,F
6639,1,Existing Customer,65,Doctorate,Less than $40K,Blue,1573.0,0.415,M
6640,0,Attrited Customer,49,Graduate,Less than $40K,Blue,6184.0,0.0,F
6641,1,Existing Customer,51,College,$120K +,Silver,34516.0,0.068,M
6645,1,Existing Customer,37,Post-Graduate,$80K - $120K,Blue,2626.0,0.6609999999999999,M
6646,1,Existing Customer,48,High School,Less than $40K,Blue,1438.3,0.565,F
6648,1,Existing Customer,55,Graduate,$120K +,Blue,31636.0,0.08,M
6650,0,Attrited Customer,44,Graduate,Less than $40K,Blue,3889.0,0.647,F
6652,1,Existing Customer,46,Uneducated,$80K - $120K,Blue,11434.0,0.0,M
6654,1,Existing Customer,46,High School,$80K - $120K,Blue,2790.0,0.7829999999999999,M
6656,1,Existing Customer,62,Uneducated,$60K - $80K,Blue,14314.0,0.046,M
6657,0,Attrited Customer,47,Graduate,$40K - $60K,Blue,1889.0,0.0,M
6658,1,Existing Customer,39,High School,Less than $40K,Blue,1862.0,0.39,F
6659,1,Existing Customer,53,High School,$40K - $60K,Blue,2875.0,0.581,M
6660,0,Attrited Customer,49,High School,Less than $40K,Blue,1763.0,0.0,F
6661,1,Existing Customer,46,Graduate,$40K - $60K,Blue,1438.3,0.614,F
6662,1,Existing Customer,39,Post-Graduate,$40K - $60K,Blue,2623.0,0.809,M
6663,0,Attrited Customer,58,High School,Less than $40K,Blue,1944.0,0.0,F
6664,0,Attrited Customer,43,Uneducated,$40K - $60K,Blue,1438.3,0.0,F
6667,1,Attrited Customer,42,Graduate,$40K - $60K,Blue,5791.0,0.435,M
6668,1,Existing Customer,65,Graduate,$40K - $60K,Blue,1438.3,0.474,M
6669,1,Existing Customer,55,Doctorate,Less than $40K,Blue,1912.0,0.0,F
6673,0,Attrited Customer,41,Graduate,Less than $40K,Blue,3159.0,0.0,F
6676,1,Existing Customer,43,Graduate,Less than $40K,Blue,1438.3,0.0,M
6677,1,Existing Customer,46,Graduate,$60K - $80K,Blue,3429.0,0.0,M
6678,1,Existing Customer,39,Uneducated,$80K - $120K,Blue,12618.0,0.126,M
6679,1,Existing Customer,49,Uneducated,Less than $40K,Blue,6049.0,0.132,F
6680,1,Existing Customer,39,Graduate,Less than $40K,Blue,2533.0,0.0,F
6682,1,Existing Customer,41,College,$60K - $80K,Blue,2001.0,0.0,M
6684,0,Attrited Customer,57,Uneducated,$60K - $80K,Blue,2527.0,0.408,M
6687,1,Existing Customer,38,Post-Graduate,Less than $40K,Blue,2256.0,0.0,F
6689,1,Existing Customer,55,Post-Graduate,$80K - $120K,Blue,6400.0,0.309,M
6691,1,Existing Customer,42,Doctorate,$40K - $60K,Blue,3347.0,0.669,F
6692,1,Existing Customer,52,High School,Less than $40K,Blue,2705.0,0.584,F
6693,1,Existing Customer,53,Graduate,$40K - $60K,Blue,2043.0,0.778,F
